Date,Week,Product Name,Category,Store Location,Outward Qty,Inward Qty,Current Stock,Promotion,Holiday,Weather,TrendScore,MediaSurge,Month,Year,Hashtags,DemandMultiplier,FestivalPhase,TrendPhase,EventPhase,CityMultiplier
2024-07-08,28,N95 Mask Pack,Hygiene,Bangalore,1574,2203,2523,1,0,Rainy,39,0,7,2024,#n95 #mask #protection #healthsafety #pandemic #facemask,7.36,Normal,Trend peak,Normal,1.0
2024-07-08,28,Immunity Booster Juice,Health,Bangalore,276,384,445,1,0,Rainy,13,0,7,2024,#immunity #juice #health #vitamins #wellness #boost,2.3,Normal,Normal,Normal,1.0
2024-07-08,28,Vitamin C Tablets,Health,Bangalore,197,267,311,0,0,Rainy,33,0,7,2024,#vitaminc #supplement #health #boost #immunity #antioxidant,2.3,Normal,Normal,Normal,1.0
2024-07-08,28,Herbal Kadha Kit,Health,Bangalore,232,320,373,0,0,Rainy,22,0,7,2024,#kadha #ayurveda #immunity #wellbeing #naturalremedy #tradition,2.3,Normal,Normal,Normal,1.0
2024-07-08,28,Digital Thermometer,Health,Bangalore,359,500,581,1,0,Rainy,27,0,7,2024,#thermometer #digital #healthmonitor #checkup #essential #tempcheck,2.3,Normal,Normal,Normal,1.0
2024-07-08,28,Oximeter,Health,Bangalore,994,1396,1585,1,0,Rainy,33,0,7,2024,#oximeter #oxygenlevel #monitor #covidcare #device #breathmonitor,7.36,Normal,Trend peak,Normal,1.0
2024-07-08,28,Steam Vaporizer,Health,Bangalore,234,327,366,0,0,Rainy,39,0,7,2024,#vaporizer #steam #coldrelief #nasalcare #wellness #respiratory,2.3,Normal,Normal,Normal,1.0
2024-07-08,28,Pain Relief Balm,Health,Bangalore,343,493,543,1,0,Rainy,42,0,7,2024,#painrelief #balm #musclerelief #natural #instantrelief #soothing,2.3,Normal,Normal,Normal,1.0
2024-07-08,28,Ayurvedic Chyawanprash,Health,Bangalore,257,355,417,0,0,Rainy,35,0,7,2024,#chyawanprash #ayurveda #immunity #healthtonic #tradition #herbal,2.3,Normal,Normal,Normal,1.0
2024-07-08,28,Korean Ramen Pack,Snacks,Bangalore,504,703,805,1,0,Rainy,70,0,7,2024,#koreanramen #noodles #spicy #quickmeal #asianfood #comfortfood,2.3,Normal,Normal,Normal,1.0
2024-07-08,28,Matcha Green Tea,Beverages,Bangalore,492,694,785,1,0,Rainy,37,0,7,2024,#matcha #greentea #superfood #antioxidants #energy #detox,3.22,Normal,Normal,Normal,1.4
2024-07-08,28,Dalgona Coffee Kit,Beverages,Bangalore,364,504,590,0,0,Rainy,11,0,7,2024,#dalgona #coffee #trending #diy #beverage #frothy,2.3,Normal,Normal,Normal,1.0
2024-07-08,28,Protein Pancake Mix,Snacks,Bangalore,606,838,965,1,0,Rainy,25,0,7,2024,#protein #pancake #fitness #breakfast #healthyeating #energyfood,2.99,Normal,Normal,Normal,1.3
2024-07-08,28,Hair Biotin Gummies,Personal Care,Bangalore,691,978,1102,0,0,Rainy,33,0,7,2024,#biotin #haircare #gummies #growth #supplement #hairgrowth,6.44,Normal,Trend growing,Normal,1.0
2024-07-08,28,TikTok Viral Gadget,Electronics,Bangalore,444,618,713,0,0,Rainy,71,1,7,2024,#tiktok #viral #gadget #trending #tech #musthave,3.68,Normal,Normal,Normal,1.6
2024-07-08,28,Glow Serum (K-Beauty),Personal Care,Bangalore,1542,2147,2472,1,0,Rainy,78,0,7,2024,#kbeauty #glowserum #skincare #radiant #beautyroutine #glassskin,11.04,Normal,Trend peak,Normal,1.5
2024-07-08,28,Portable Blender Bottle,Kitchen,Bangalore,280,392,449,1,0,Rainy,38,0,7,2024,#blenderbottle #portable #fitness #smoothies #kitchen #shakes,2.99,Normal,Normal,Normal,1.3
2024-07-08,28,Mini Air Fryer,Kitchen,Bangalore,345,476,549,1,0,Rainy,21,0,7,2024,#airfryer #cooking #healthy #snacks #kitchenappliance #oilfree,3.22,Normal,Normal,Normal,1.4
2024-07-08,28,Anime Stationery Set,Accessories,Bangalore,315,447,501,1,0,Rainy,40,0,7,2024,#anime #stationery #otaku #cute #writing #kawaii,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Mithai Gift Box (Diwali),Festive,Delhi,373,523,603,1,0,Rainy,47,0,7,2024,#mithai #diwali #sweets #gifting #festivalvibes #celebration #tradition,2.99,Normal,Normal,Normal,1.3
2024-07-15,29,Rakhi Gift Hamper,Festive,Delhi,343,489,546,1,0,Rainy,45,0,7,2024,#rakhi #giftbox #festival #siblings #love #tradition #celebration,3.45,Pre-festival early,Normal,Normal,1.0
2024-07-15,29,Holi Color Pack,Festive,Delhi,217,298,345,0,0,Rainy,32,0,7,2024,#holi #colors #festivalofcolors #fun #celebration #spring #india,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Eid Sweet Box,Festive,Delhi,157,241,252,0,0,Rainy,32,0,7,2024,#eid #sweets #celebration #iftar #festival #ramadan #gift,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Christmas Cake,Festive,Delhi,196,276,319,0,0,Rainy,20,0,7,2024,#christmas #cake #holidayseason #baking #gifts #winter #joy,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Navratri Fasting Food Pack,Festive,Delhi,247,342,385,1,0,Rainy,26,0,7,2024,#navratri #fasting #indianfestivals #spiritual #food #cleanse #devotion,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Firecrackers Pack,Festive,Delhi,395,545,638,1,0,Rainy,15,0,7,2024,#firecrackers #diwali #celebration #lights #sound #festival #tradition,3.22,Normal,Normal,Normal,1.4
2024-07-15,29,New Year Party Kit,Events,Delhi,189,263,303,1,0,Rainy,28,0,7,2024,#newyear #party #celebration #2025 #cheers #countdown #midnight,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Valentine's Day Chocolates,Festive,Delhi,181,249,286,0,0,Rainy,11,0,7,2024,#valentine #chocolates #gift #love #romance #hearts #sweet,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Ganesh Chaturthi Modak Box,Festive,Delhi,164,234,265,0,0,Rainy,34,0,7,2024,#ganeshchaturthi #modak #sweets #devotion #celebration #traditional,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,IPL Team Jersey,Sports,Delhi,328,463,527,1,0,Rainy,13,0,7,2024,#ipl #jersey #cricket #teamspirit #matchday #sportswear #fans,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,World Cup Cricket Kit,Sports,Delhi,310,440,493,1,0,Rainy,20,0,7,2024,#worldcup #cricket #kit #sportsgear #tournament #fans #teamindia,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,National Flag Pack,Events,Delhi,252,345,400,1,0,Rainy,46,0,7,2024,#flag #independenceday #republicday #patriotism #india #nationalpride,2.76,Early preparation,Normal,Normal,1.0
2024-07-15,29,Match Day Snack Box,Events,Delhi,237,332,385,1,0,Rainy,23,0,7,2024,#snacks #matchday #cricket #watchparty #yum #quickbites #sports,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Bluetooth Speaker,Electronics,Delhi,366,511,580,1,0,Rainy,34,0,7,2024,#speaker #bluetooth #music #party #portable #sound #bass,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Gaming Headset,Electronics,Delhi,1010,1421,1619,1,0,Rainy,61,0,7,2024,#gaming #headset #esports #soundquality #gamerlife #mic #pcgaming,5.52,Normal,Trend declining,Normal,1.2
2024-07-15,29,Live Streaming Dongle,Electronics,Delhi,402,543,643,1,0,Rainy,24,0,7,2024,#streaming #dongle #chromecast #tv #entertainment #wifi #online,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Instant Popcorn Tub,Snacks,Delhi,356,490,565,0,0,Rainy,23,0,7,2024,#popcorn #instantfood #movie #snacktime #microwave #easyfood,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Limited Edition Movie Merchandise,Entertainment,Delhi,252,342,410,1,0,Rainy,27,1,7,2024,#movie #merch #collectible #fan #limitededition #exclusive #fandom,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Celebrity-endorsed Fragrance,Personal Care,Delhi,898,1267,1433,1,0,Rainy,36,1,7,2024,#fragrance #celebrity #perfume #style #luxury #scent #signature,6.44,Normal,Trend growing,Normal,1.0
2024-07-15,29,Sweater (Winterwear),Apparel,Delhi,444,622,706,0,0,Rainy,42,0,7,2024,#sweater #winterwear #warm #cozy #style #fashion #coldweather,3.45,Normal,Normal,Normal,1.5
2024-07-15,29,Raincoat / Windcheater,Apparel,Delhi,551,770,878,0,0,Rainy,11,0,7,2024,#raincoat #windcheater #monsoon #staydry #rainyseason #weatherproof,5.06,Normal,Normal,Normal,1.0
2024-07-15,29,Sunscreen SPF 50,Personal Care,Delhi,175,230,285,0,0,Rainy,10,0,7,2024,#sunscreen #spf50 #summer #uvprotection #skincare #sunblock,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Sunglasses (UV Protect),Accessories,Delhi,295,400,475,1,0,Rainy,40,0,7,2024,#sunglasses #uvprotection #fashion #summerstyle #accessories #cool,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Cooling Gel Sheet,Health,Delhi,226,314,367,0,0,Rainy,18,0,7,2024,#coolinggel #fever #relief #hotweather #comfort #instantrelief,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Herbal Tea for Cold,Health,Delhi,505,702,809,1,0,Rainy,21,0,7,2024,#herbaltea #cold #remedy #wellness #healing #naturalcure,3.22,Normal,Normal,Normal,1.4
2024-07-15,29,Watermelon (Summer Fruit),Fruits,Delhi,464,642,742,0,0,Rainy,48,0,7,2024,#watermelon #summerfruit #refreshing #hydration #healthy #cooling,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Mosquito Repellent Spray,Household,Delhi,549,779,876,1,0,Rainy,10,0,7,2024,#mosquito #repellent #spray #protection #health #insectcontrol,5.06,Normal,Normal,Normal,1.0
2024-07-15,29,Humidifier,Household,Delhi,403,560,652,1,0,Rainy,24,0,7,2024,#humidifier #airquality #home #wintercare #moisture #dryskin,2.99,Normal,Normal,Normal,1.3
2024-07-15,29,Air Purifier,Electronics,Delhi,496,699,784,0,0,Rainy,26,0,7,2024,#airpurifier #pollution #cleanair #health #home #freshair,3.68,Normal,Normal,Normal,1.6
2024-07-15,29,Hand Sanitizer,Hygiene,Delhi,1573,2202,2509,1,0,Rainy,48,0,7,2024,#sanitizer #hygiene #covid #cleanhands #germfree #protection,7.36,Normal,Trend peak,Normal,1.0
2024-07-15,29,N95 Mask Pack,Hygiene,Delhi,1383,1932,2216,1,0,Rainy,29,0,7,2024,#n95 #mask #protection #healthsafety #pandemic #facemask,7.36,Normal,Trend peak,Normal,1.0
2024-07-15,29,Immunity Booster Juice,Health,Delhi,288,412,459,1,0,Rainy,27,0,7,2024,#immunity #juice #health #vitamins #wellness #boost,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Vitamin C Tablets,Health,Delhi,222,321,351,0,0,Rainy,37,0,7,2024,#vitaminc #supplement #health #boost #immunity #antioxidant,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Herbal Kadha Kit,Health,Delhi,214,305,350,0,0,Rainy,34,0,7,2024,#kadha #ayurveda #immunity #wellbeing #naturalremedy #tradition,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Digital Thermometer,Health,Delhi,315,454,500,1,0,Rainy,32,0,7,2024,#thermometer #digital #healthmonitor #checkup #essential #tempcheck,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Oximeter,Health,Delhi,1104,1564,1773,1,0,Rainy,39,0,7,2024,#oximeter #oxygenlevel #monitor #covidcare #device #breathmonitor,7.36,Normal,Trend peak,Normal,1.0
2024-07-15,29,Steam Vaporizer,Health,Delhi,320,453,510,1,0,Rainy,26,0,7,2024,#vaporizer #steam #coldrelief #nasalcare #wellness #respiratory,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Pain Relief Balm,Health,Delhi,332,471,537,1,0,Rainy,23,0,7,2024,#painrelief #balm #musclerelief #natural #instantrelief #soothing,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Ayurvedic Chyawanprash,Health,Delhi,322,450,512,1,0,Rainy,39,0,7,2024,#chyawanprash #ayurveda #immunity #healthtonic #tradition #herbal,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Korean Ramen Pack,Snacks,Delhi,456,641,717,1,0,Rainy,49,0,7,2024,#koreanramen #noodles #spicy #quickmeal #asianfood #comfortfood,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Matcha Green Tea,Beverages,Delhi,369,512,594,0,0,Rainy,73,0,7,2024,#matcha #greentea #superfood #antioxidants #energy #detox,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Dalgona Coffee Kit,Beverages,Delhi,423,583,671,1,0,Rainy,43,0,7,2024,#dalgona #coffee #trending #diy #beverage #frothy,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Protein Pancake Mix,Snacks,Delhi,379,530,610,0,0,Rainy,49,0,7,2024,#protein #pancake #fitness #breakfast #healthyeating #energyfood,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Hair Biotin Gummies,Personal Care,Delhi,615,869,985,0,0,Rainy,35,0,7,2024,#biotin #haircare #gummies #growth #supplement #hairgrowth,6.44,Normal,Trend growing,Normal,1.0
2024-07-15,29,TikTok Viral Gadget,Electronics,Delhi,329,451,527,0,0,Rainy,77,1,7,2024,#tiktok #viral #gadget #trending #tech #musthave,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Glow Serum (K-Beauty),Personal Care,Delhi,676,943,1068,1,0,Rainy,46,0,7,2024,#kbeauty #glowserum #skincare #radiant #beautyroutine #glassskin,4.6,Normal,Trend declining,Normal,1.0
2024-07-15,29,Portable Blender Bottle,Kitchen,Delhi,204,283,328,1,0,Rainy,10,0,7,2024,#blenderbottle #portable #fitness #smoothies #kitchen #shakes,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Mini Air Fryer,Kitchen,Delhi,217,302,342,1,0,Rainy,42,0,7,2024,#airfryer #cooking #healthy #snacks #kitchenappliance #oilfree,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Anime Stationery Set,Accessories,Delhi,280,389,454,1,0,Rainy,33,0,7,2024,#anime #stationery #otaku #cute #writing #kawaii,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Mithai Gift Box (Diwali),Festive,Mumbai,238,340,383,1,0,Rainy,45,0,7,2024,#mithai #diwali #sweets #gifting #festivalvibes #celebration #tradition,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Rakhi Gift Hamper,Festive,Mumbai,392,558,626,1,0,Rainy,48,0,7,2024,#rakhi #giftbox #festival #siblings #love #tradition #celebration,3.45,Pre-festival early,Normal,Normal,1.0
2024-07-15,29,Holi Color Pack,Festive,Mumbai,173,248,270,0,0,Rainy,48,0,7,2024,#holi #colors #festivalofcolors #fun #celebration #spring #india,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Eid Sweet Box,Festive,Mumbai,291,401,466,1,0,Rainy,28,0,7,2024,#eid #sweets #celebration #iftar #festival #ramadan #gift,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Christmas Cake,Festive,Mumbai,193,270,311,0,0,Rainy,29,0,7,2024,#christmas #cake #holidayseason #baking #gifts #winter #joy,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Navratri Fasting Food Pack,Festive,Mumbai,263,345,418,1,0,Rainy,16,0,7,2024,#navratri #fasting #indianfestivals #spiritual #food #cleanse #devotion,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Firecrackers Pack,Festive,Mumbai,199,285,315,1,0,Rainy,40,0,7,2024,#firecrackers #diwali #celebration #lights #sound #festival #tradition,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,New Year Party Kit,Events,Mumbai,235,322,372,1,0,Rainy,14,0,7,2024,#newyear #party #celebration #2025 #cheers #countdown #midnight,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Valentine's Day Chocolates,Festive,Mumbai,304,412,494,1,0,Rainy,31,0,7,2024,#valentine #chocolates #gift #love #romance #hearts #sweet,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Ganesh Chaturthi Modak Box,Festive,Mumbai,179,254,286,0,0,Rainy,27,0,7,2024,#ganeshchaturthi #modak #sweets #devotion #celebration #traditional,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,IPL Team Jersey,Sports,Mumbai,449,633,720,1,0,Rainy,50,0,7,2024,#ipl #jersey #cricket #teamspirit #matchday #sportswear #fans,3.22,Normal,Normal,Normal,1.4
2024-07-15,29,World Cup Cricket Kit,Sports,Mumbai,355,502,567,1,0,Rainy,30,0,7,2024,#worldcup #cricket #kit #sportsgear #tournament #fans #teamindia,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,National Flag Pack,Events,Mumbai,207,286,339,1,0,Rainy,27,0,7,2024,#flag #independenceday #republicday #patriotism #india #nationalpride,2.76,Early preparation,Normal,Normal,1.0
2024-07-15,29,Match Day Snack Box,Events,Mumbai,233,321,371,1,0,Rainy,26,0,7,2024,#snacks #matchday #cricket #watchparty #yum #quickbites #sports,2.99,Normal,Normal,Normal,1.3
2024-07-15,29,Bluetooth Speaker,Electronics,Mumbai,517,724,833,1,0,Rainy,61,0,7,2024,#speaker #bluetooth #music #party #portable #sound #bass,2.76,Normal,Normal,Normal,1.2
2024-07-15,29,Gaming Headset,Electronics,Mumbai,778,1111,1240,1,0,Rainy,65,0,7,2024,#gaming #headset #esports #soundquality #gamerlife #mic #pcgaming,4.6,Normal,Trend declining,Normal,1.0
2024-07-15,29,Live Streaming Dongle,Electronics,Mumbai,319,442,517,1,0,Rainy,29,0,7,2024,#streaming #dongle #chromecast #tv #entertainment #wifi #online,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Instant Popcorn Tub,Snacks,Mumbai,405,568,655,0,0,Rainy,22,0,7,2024,#popcorn #instantfood #movie #snacktime #microwave #easyfood,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Limited Edition Movie Merchandise,Entertainment,Mumbai,202,273,326,0,0,Rainy,19,1,7,2024,#movie #merch #collectible #fan #limitededition #exclusive #fandom,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Celebrity-endorsed Fragrance,Personal Care,Mumbai,1029,1444,1642,1,0,Rainy,43,1,7,2024,#fragrance #celebrity #perfume #style #luxury #scent #signature,9.02,Normal,Trend growing,Normal,1.4
2024-07-15,29,Sweater (Winterwear),Apparel,Mumbai,391,557,626,1,0,Rainy,25,0,7,2024,#sweater #winterwear #warm #cozy #style #fashion #coldweather,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Raincoat / Windcheater,Apparel,Mumbai,1369,1916,2199,1,0,Rainy,13,0,7,2024,#raincoat #windcheater #monsoon #staydry #rainyseason #weatherproof,8.1,Normal,Normal,Normal,1.6
2024-07-15,29,Sunscreen SPF 50,Personal Care,Mumbai,203,282,319,0,0,Rainy,48,0,7,2024,#sunscreen #spf50 #summer #uvprotection #skincare #sunblock,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Sunglasses (UV Protect),Accessories,Mumbai,175,233,273,0,0,Rainy,35,0,7,2024,#sunglasses #uvprotection #fashion #summerstyle #accessories #cool,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Cooling Gel Sheet,Health,Mumbai,296,414,479,0,0,Rainy,30,0,7,2024,#coolinggel #fever #relief #hotweather #comfort #instantrelief,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Herbal Tea for Cold,Health,Mumbai,255,336,407,0,0,Rainy,18,0,7,2024,#herbaltea #cold #remedy #wellness #healing #naturalcure,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Watermelon (Summer Fruit),Fruits,Mumbai,474,656,758,0,0,Rainy,11,0,7,2024,#watermelon #summerfruit #refreshing #hydration #healthy #cooling,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Mosquito Repellent Spray,Household,Mumbai,983,1384,1575,1,0,Rainy,41,0,7,2024,#mosquito #repellent #spray #protection #health #insectcontrol,7.59,Normal,Normal,Normal,1.5
2024-07-15,29,Humidifier,Household,Mumbai,280,381,448,1,0,Rainy,28,0,7,2024,#humidifier #airquality #home #wintercare #moisture #dryskin,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Air Purifier,Electronics,Mumbai,467,633,741,1,0,Rainy,26,0,7,2024,#airpurifier #pollution #cleanair #health #home #freshair,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Hand Sanitizer,Hygiene,Mumbai,1424,1986,2283,1,0,Rainy,36,0,7,2024,#sanitizer #hygiene #covid #cleanhands #germfree #protection,7.36,Normal,Trend peak,Normal,1.0
2024-07-15,29,N95 Mask Pack,Hygiene,Mumbai,1606,2256,2572,1,0,Rainy,35,0,7,2024,#n95 #mask #protection #healthsafety #pandemic #facemask,7.36,Normal,Trend peak,Normal,1.0
2024-07-15,29,Immunity Booster Juice,Health,Mumbai,205,289,329,0,0,Rainy,34,0,7,2024,#immunity #juice #health #vitamins #wellness #boost,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Vitamin C Tablets,Health,Mumbai,317,433,501,1,0,Rainy,12,0,7,2024,#vitaminc #supplement #health #boost #immunity #antioxidant,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Herbal Kadha Kit,Health,Mumbai,314,446,501,1,0,Rainy,47,0,7,2024,#kadha #ayurveda #immunity #wellbeing #naturalremedy #tradition,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Digital Thermometer,Health,Mumbai,263,363,414,0,0,Rainy,46,0,7,2024,#thermometer #digital #healthmonitor #checkup #essential #tempcheck,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Oximeter,Health,Mumbai,996,1381,1595,1,0,Rainy,22,0,7,2024,#oximeter #oxygenlevel #monitor #covidcare #device #breathmonitor,7.36,Normal,Trend peak,Normal,1.0
2024-07-15,29,Steam Vaporizer,Health,Mumbai,317,457,508,1,0,Rainy,31,0,7,2024,#vaporizer #steam #coldrelief #nasalcare #wellness #respiratory,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Pain Relief Balm,Health,Mumbai,390,540,620,1,0,Rainy,24,0,7,2024,#painrelief #balm #musclerelief #natural #instantrelief #soothing,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Ayurvedic Chyawanprash,Health,Mumbai,313,443,492,1,0,Rainy,44,0,7,2024,#chyawanprash #ayurveda #immunity #healthtonic #tradition #herbal,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Korean Ramen Pack,Snacks,Mumbai,445,621,706,0,0,Rainy,70,0,7,2024,#koreanramen #noodles #spicy #quickmeal #asianfood #comfortfood,2.99,Normal,Normal,Normal,1.3
2024-07-15,29,Matcha Green Tea,Beverages,Mumbai,420,575,668,1,0,Rainy,80,0,7,2024,#matcha #greentea #superfood #antioxidants #energy #detox,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Dalgona Coffee Kit,Beverages,Mumbai,385,549,617,1,0,Rainy,40,0,7,2024,#dalgona #coffee #trending #diy #beverage #frothy,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Protein Pancake Mix,Snacks,Mumbai,658,931,1053,1,0,Rainy,32,0,7,2024,#protein #pancake #fitness #breakfast #healthyeating #energyfood,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Hair Biotin Gummies,Personal Care,Mumbai,730,1029,1163,1,0,Rainy,42,0,7,2024,#biotin #haircare #gummies #growth #supplement #hairgrowth,6.44,Normal,Trend growing,Normal,1.0
2024-07-15,29,TikTok Viral Gadget,Electronics,Mumbai,412,575,663,1,0,Rainy,59,1,7,2024,#tiktok #viral #gadget #trending #tech #musthave,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Glow Serum (K-Beauty),Personal Care,Mumbai,701,982,1109,1,0,Rainy,94,0,7,2024,#kbeauty #glowserum #skincare #radiant #beautyroutine #glassskin,4.6,Normal,Trend declining,Normal,1.0
2024-07-15,29,Portable Blender Bottle,Kitchen,Mumbai,245,320,395,1,0,Rainy,20,0,7,2024,#blenderbottle #portable #fitness #smoothies #kitchen #shakes,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Mini Air Fryer,Kitchen,Mumbai,214,309,343,1,0,Rainy,45,0,7,2024,#airfryer #cooking #healthy #snacks #kitchenappliance #oilfree,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Anime Stationery Set,Accessories,Mumbai,276,394,439,1,0,Rainy,21,0,7,2024,#anime #stationery #otaku #cute #writing #kawaii,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Mithai Gift Box (Diwali),Festive,Bangalore,202,287,325,0,0,Rainy,28,0,7,2024,#mithai #diwali #sweets #gifting #festivalvibes #celebration #tradition,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Rakhi Gift Hamper,Festive,Bangalore,410,562,643,1,0,Rainy,16,0,7,2024,#rakhi #giftbox #festival #siblings #love #tradition #celebration,3.45,Pre-festival early,Normal,Normal,1.0
2024-07-15,29,Holi Color Pack,Festive,Bangalore,207,293,339,1,0,Rainy,40,0,7,2024,#holi #colors #festivalofcolors #fun #celebration #spring #india,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Eid Sweet Box,Festive,Bangalore,188,258,296,0,0,Rainy,18,0,7,2024,#eid #sweets #celebration #iftar #festival #ramadan #gift,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Christmas Cake,Festive,Bangalore,299,404,478,1,0,Rainy,26,0,7,2024,#christmas #cake #holidayseason #baking #gifts #winter #joy,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Navratri Fasting Food Pack,Festive,Bangalore,204,285,320,0,0,Rainy,45,0,7,2024,#navratri #fasting #indianfestivals #spiritual #food #cleanse #devotion,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Firecrackers Pack,Festive,Bangalore,224,313,364,1,0,Rainy,21,0,7,2024,#firecrackers #diwali #celebration #lights #sound #festival #tradition,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,New Year Party Kit,Events,Bangalore,136,185,211,0,0,Rainy,31,0,7,2024,#newyear #party #celebration #2025 #cheers #countdown #midnight,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Valentine's Day Chocolates,Festive,Bangalore,204,287,331,0,0,Rainy,15,0,7,2024,#valentine #chocolates #gift #love #romance #hearts #sweet,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Ganesh Chaturthi Modak Box,Festive,Bangalore,250,333,396,1,0,Rainy,24,0,7,2024,#ganeshchaturthi #modak #sweets #devotion #celebration #traditional,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,IPL Team Jersey,Sports,Bangalore,260,364,421,0,0,Rainy,32,0,7,2024,#ipl #jersey #cricket #teamspirit #matchday #sportswear #fans,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,World Cup Cricket Kit,Sports,Bangalore,214,297,344,0,0,Rainy,24,0,7,2024,#worldcup #cricket #kit #sportsgear #tournament #fans #teamindia,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,National Flag Pack,Events,Bangalore,263,377,427,1,0,Rainy,29,0,7,2024,#flag #independenceday #republicday #patriotism #india #nationalpride,2.76,Early preparation,Normal,Normal,1.0
2024-07-15,29,Match Day Snack Box,Events,Bangalore,134,192,213,0,0,Rainy,36,0,7,2024,#snacks #matchday #cricket #watchparty #yum #quickbites #sports,2.3,Normal,Normal,Normal,1.0
2024-07-15,29,Bluetooth Speaker,Electronics,Bangalore,304,428,498,0,0,Rainy,70,0,7,2024,#speaker #bluetooth #music #party #portable #sound #bass,2.3,Normal,Normal,Normal,1.0
